0	1	0.29465	8.0906	1
10	1	1.0313	7.8519	1
10	2	0.27929	9.9891	1
20	1	1.7679	7.6132	1
20	2	1.0639	9.8588	1
30	1	2.5155	7.3641	1
30	2	1.8483	9.7287	1
40	1	3.2793	7.0987	1
40	2	2.6106	9.5674	1
50	1	4.0432	6.8335	1
50	2	3.3634	9.3932	1
60	1	4.8508	6.618	1
60	2	4.1119	9.2018	1
70	1	5.6771	6.4235	1
70	2	4.8211	8.8569	1
80	1	6.5034	6.229	1
80	2	5.5306	8.5123	1
80	3	0.078293	8.7521	0
90	1	7.3236	6.0479	1
90	2	6.2437	8.1507	1
90	3	0.65918	8.4562	0
100	1	8.1435	5.867	1
100	2	6.962	7.7638	1
100	3	1.2401	8.1603	0
110	1	8.9673	5.6925	1
110	2	7.6805	7.377	1
110	3	1.8279	7.8705	0
120	1	9.8237	5.5772	1
120	2	8.4194	7.0125	1
120	3	2.4437	7.6054	0
130	1	10.68	5.462	1
130	2	9.179	6.6701	1
130	3	3.0595	7.3402	0
140	1	11.527	5.3395	1
140	2	9.9466	6.3522	1
140	3	3.6865	7.077	0
150	1	12.333	5.1885	1
150	2	10.746	6.1326	1
150	3	4.3244	6.8159	0
160	1	13.14	5.0374	1
160	2	11.546	5.913	1
160	3	4.9623	6.555	0
170	1	13.952	4.8937	1
170	2	12.334	5.8405	1
170	3	5.5908	6.3006	0
180	1	14.782	4.7808	1
180	2	13.117	5.8309	1
180	3	6.1965	6.062	0
190	1	15.613	4.6677	1
190	2	13.897	5.8328	1
190	3	6.8024	5.8233	0
200	2	14.665	5.8806	0
200	3	7.4084	5.5846	0
210	2	15.433	5.9283	0
210	3	8.1176	5.3725	0
220	3	8.8271	5.1603	0
230	3	9.5364	4.9481	0
230	4	15.294	9.0972	0
240	4	14.615	9.1624	0
240	5	15.042	8.5691	0
250	4	13.936	9.2275	0
250	5	14.351	8.5803	0
260	4	13.24	9.3383	1
260	5	13.659	8.5918	1
270	4	12.529	9.4946	1
270	5	12.948	8.7729	1
280	4	11.818	9.6509	1
280	5	12.237	8.9538	1
290	4	11.139	9.8509	1
290	5	11.525	9.1342	1
300	4	10.483	10.08	1
300	5	10.804	9.3087	1
310	4	9.8296	10.307	1
310	5	10.084	9.4831	1
320	4	9.206	10.52	1
320	5	9.3876	9.6528	1
330	4	8.5823	10.732	1
330	5	8.7158	9.818	1
340	4	7.9472	10.913	1
340	5	8.0438	9.9834	1
350	4	7.2947	11.048	1
350	5	7.3831	10.136	1
360	4	6.6423	11.184	1
360	5	6.7237	10.287	1
370	4	6.0039	11.316	1
370	5	6.0641	10.438	1
380	4	5.3864	11.443	1
380	5	5.4098	10.607	1
390	4	4.7691	11.57	1
390	5	4.7557	10.777	1
400	4	4.1413	11.693	1
400	5	4.1024	10.947	1
410	4	3.4979	11.809	1
410	5	3.4542	11.109	1
420	4	2.8545	11.925	1
420	5	2.8059	11.271	1
430	4	2.2111	12.041	1
430	5	2.1585	11.42	1
440	4	1.573	12.163	1
440	5	1.5118	11.56	1
450	4	0.93573	12.285	1
450	5	0.86501	11.7	1
460	4	0.29823	12.408	0
460	5	0.21825	11.839	0
470	4	-0.33906	12.531	0
470	5	-0.42872	11.979	0
500	6	15.005	9.0144	0
510	6	14.576	8.9805	0
520	6	14.148	8.9464	0
530	6	13.712	8.9218	0
540	6	13.265	8.912	0
550	6	12.817	8.902	0
560	6	12.329	9.0044	0
570	6	11.84	9.1065	0
580	6	11.356	9.1965	0
590	6	10.892	9.2378	1
600	6	10.427	9.2789	1
610	6	9.9662	9.3256	1
610	7	11.282	8.0984	1
610	8	0.18268	11.741	0
620	6	9.5124	9.3853	1
620	7	10.821	8.2576	1
620	8	0.7804	11.617	0
630	6	9.0586	9.445	1
630	7	10.393	8.4455	1
630	8	1.3781	11.493	0
640	6	8.6051	9.5101	1
640	7	10.014	8.676	1
640	8	1.9689	11.41	0
650	6	8.1551	9.6254	1
650	7	9.6351	8.9068	1
650	8	2.5567	11.344	0
660	6	7.7051	9.7407	1
660	7	9.2527	9.1497	1
660	8	3.1446	11.278	0
670	6	7.2535	9.8516	1
670	7	8.8646	9.4106	1
670	8	3.7402	11.234	0
680	6	6.7951	9.9452	1
680	7	8.4765	9.6717	1
680	8	4.3377	11.196	0
680	9	15.115	9.1273	0
680	10	15.159	8.3889	0
680	12	10.43	6.3448	0
690	6	6.3365	10.039	1
690	7	8.0749	9.9342	1
690	8	4.935	11.157	0
690	9	14.45	9.261	2
690	10	14.472	8.5082	2
690	12	10.264	6.0049	0
700	6	5.8899	10.124	1
700	7	7.6188	10.203	1
700	8	5.4973	11.12	0
700	9	13.785	9.3946	2
700	10	13.784	8.6276	2
700	12	10.099	5.6648	0
710	6	5.4611	10.194	1
710	7	7.1628	10.471	1
710	8	6.0446	11.085	0
710	9	13.126	9.5335	2
710	10	13.097	8.7469	2
710	12	9.9327	5.325	0
720	6	5.0324	10.265	1
720	7	6.6543	10.666	1
720	8	6.5495	11.001	0
720	9	12.479	9.6805	2
720	10	12.438	8.8464	2
720	12	9.741	4.9204	0
730	6	4.5797	10.364	1
730	7	6.1327	10.842	1
730	8	7.0295	10.904	0
730	9	11.831	9.8273	2
730	10	11.784	8.9435	2
730	12	9.5235	4.451	0
740	6	4.1167	10.475	1
740	7	5.6129	10.986	1
740	8	7.4505	10.879	0
740	9	11.164	9.8934	2
740	10	11.122	9.0373	2
740	12	9.3061	3.9816	0
750	6	3.6537	10.587	1
750	7	5.0949	11.096	1
750	8	7.8878	10.834	0
750	9	10.493	9.9392	2
750	10	10.435	9.1168	2
750	11	0.088395	7.7039	0
750	12	9.1222	3.556	0
760	6	3.1759	10.682	1
760	7	4.5768	11.206	1
760	8	8.3912	10.71	0
760	9	9.8192	9.9934	2
760	10	9.7473	9.1963	2
760	11	0.6356	7.4414	0
760	12	8.9719	3.1742	0
770	6	2.6918	10.769	1
770	7	4.0885	11.133	1
770	8	8.8945	10.585	0
770	9	9.1399	10.08	2
770	10	9.067	9.2846	2
770	11	1.1828	7.1789	0
770	12	8.8214	2.7923	0
