10	1	14.935	5.3071	1
10	2	15.182	5.825	1
20	1	14.495	5.3293	1
20	2	14.829	5.8164	1
30	1	14.054	5.3515	1
30	2	14.476	5.808	1
40	1	13.614	5.3737	1
40	2	14.122	5.7994	1
50	1	13.173	5.3937	1
50	2	13.688	5.8717	1
60	1	12.726	5.3937	1
60	2	13.255	5.9441	1
70	1	12.28	5.3937	1
70	2	12.821	6.0164	1
80	1	11.834	5.3937	1
80	2	12.358	6.0629	1
80	3	4.0382	0.12888	0
90	1	11.388	5.3937	1
90	2	11.883	6.0982	1
90	3	4.4309	0.94032	0
100	1	10.956	5.3978	1
100	2	11.407	6.1336	1
100	3	4.8462	1.6074	0
110	1	10.654	5.4393	1
110	2	10.934	6.1235	1
110	3	5.2764	2.178	0
120	1	10.352	5.4808	1
120	2	10.46	6.1137	1
120	3	5.7366	2.731	0
130	1	10.001	5.4978	1
130	2	9.9948	6.1149	1
130	3	6.2679	3.2424	0
140	1	9.6374	5.5087	1
140	2	9.5349	6.1238	1
140	3	6.793	3.7152	0
150	1	9.1935	5.4999	1
150	2	9.075	6.1326	1
150	3	7.2941	4.0334	0
160	1	8.696	5.4784	1
160	2	8.5821	6.139	1
160	3	7.8127	4.3436	0
170	1	8.1987	5.4567	1
170	2	8.0856	6.1453	1
170	3	8.4893	4.5823	0
180	1	7.7007	5.4271	1
180	2	7.5892	6.1512	1
180	3	9.1533	4.8355	0
190	1	7.2015	5.3794	1
190	2	7.0927	6.1574	1
190	3	9.8123	5.0949	0
200	1	6.7025	5.3317	1
200	2	6.6065	6.1233	1
200	3	10.466	5.3097	0
210	1	6.2032	5.2839	1
210	2	6.1205	6.0892	1
210	3	11.112	5.4579	0
210	5	7.2911	0.19403	2
210	6	6.6928	0.095464	2
220	1	5.7154	5.3009	1
220	2	5.6344	6.055	1
220	3	11.758	5.6061	0
220	4	-0.027571	6.8276	0
220	5	6.9618	0.94104	2
220	6	6.3285	0.82051	2
230	1	5.2301	5.334	1
230	2	5.1484	6.0211	1
230	3	12.396	5.8352	0
230	4	0.531	6.8183	0
230	5	6.6324	1.6883	2
230	6	5.9642	1.5458	2
240	1	4.7447	5.3672	1
240	2	4.6839	6.0028	1
240	3	13.028	6.1455	0
240	4	1.0896	6.8092	0
240	5	6.2445	2.4353	2
240	6	5.591	2.2303	2
250	1	4.2625	5.3868	1
250	2	4.2247	5.9882	1
250	3	13.607	6.476	0
250	4	1.6557	6.7906	0
250	5	5.8419	3.1825	2
250	6	5.204	2.8539	2
260	1	3.7922	5.3517	1
260	2	3.7654	5.9737	1
260	3	14.133	6.8271	0
260	4	2.252	6.735	0
260	5	5.462	3.8465	2
260	6	4.8169	3.4775	2
270	1	3.3216	5.3164	1
270	2	3.3283	5.9892	1
270	3	14.659	7.1779	0
270	4	2.8482	6.6794	0
270	5	5.1053	4.4276	2
270	6	4.4265	4.0701	2
280	1	2.8512	5.2813	1
280	2	2.913	6.0343	1
280	3	15.185	7.529	0
280	4	3.4487	6.6149	0
280	5	4.7279	4.983	2
280	6	4.0281	4.5899	2
290	1	2.4016	5.2904	1
290	2	2.4978	6.0794	1
290	4	4.0656	6.5161	0
290	5	4.2695	5.4345	2
290	6	3.6297	5.1099	2
300	1	1.9573	5.3102	1
300	2	2.0826	6.1245	1
300	4	4.6824	6.4176	0
300	5	3.8109	5.8863	2
300	6	3.2045	5.5863	2
310	1	1.513	5.33	1
310	2	1.6557	6.1686	1
310	4	5.2972	6.3281	0
310	5	3.3725	6.3426	2
310	6	2.7525	6.0195	2
320	1	1.0748	5.3698	1
320	2	1.2264	6.2126	1
320	4	5.9071	6.2608	0
320	5	2.9638	6.8061	2
320	6	2.3004	6.4526	2
330	1	0.66149	5.4892	1
330	2	0.79682	6.2562	1
330	4	6.5168	6.1935	0
330	5	2.5553	7.2693	2
330	6	1.8847	6.9145	2
330	7	0.0018942	7.6913	0
340	1	0.24814	5.6085	1
340	2	0.36726	6.3001	1
340	4	7.1268	6.1262	0
340	5	2.1467	7.7326	2
340	6	1.4783	7.3837	2
340	7	0.30812	7.4202	0
350	1	-0.16543	5.7278	1
350	2	-0.062298	6.3441	1
350	4	7.7451	6.0643	0
350	5	1.7258	8.0953	2
350	6	1.0719	7.8526	2
350	7	0.61414	7.1491	0
360	4	8.3765	6.0106	0
360	5	1.3049	8.4581	1
360	6	0.72337	8.2667	1
360	7	0.96204	6.9228	2
370	4	9.0079	5.9569	0
370	5	0.97424	8.8271	1
370	6	0.38136	8.6743	1
370	7	1.3379	6.7269	2
380	4	9.6393	5.9033	0
380	5	0.73368	9.202	1
380	6	0.16016	9.07	1
380	7	1.7138	6.5307	2
380	8	-0.0039988	5.1252	2
390	4	10.271	5.8863	0
390	5	0.49312	9.5772	1
390	6	0.059562	9.454	1
390	7	2.1156	6.4164	2
390	8	0.43672	5.1551	2
390	9	0.13133	4.0902	0
400	4	10.902	5.9243	0
400	5	0.25256	9.9521	1
400	6	-0.041251	9.838	1
400	7	2.5237	6.3223	2
400	8	0.87743	5.1849	2
400	9	0.60361	4.1804	0
400	10	0.06314	8.6872	0
410	4	11.533	5.9622	1
410	7	2.9318	6.2283	1
410	8	1.3179	5.2147	1
410	9	1.0757	4.2708	1
410	10	0.2736	8.4486	0
420	4	12.165	6.0001	1
420	7	3.3399	6.1775	1
420	8	1.7568	5.2305	1
420	9	1.5478	4.361	1
420	10	0.48407	8.2099	0
430	4	12.796	6.0381	1
430	7	3.7475	6.1701	1
430	8	2.1943	5.2367	1
430	9	2.015	4.4302	1
430	10	0.69453	7.9712	0
430	11	0.12628	5.6386	1
440	4	13.422	6.0059	1
440	7	4.1554	6.1627	1
440	8	2.6319	5.2429	1
440	9	2.4746	4.468	1
440	10	1.0368	7.8736	0
440	11	0.54721	5.6694	1
450	4	14.048	5.9737	1
450	7	4.5732	6.1541	1
450	8	3.0694	5.2493	1
450	9	2.9343	4.5057	1
450	10	1.412	7.8113	0
450	11	0.96814	5.7002	1
450	12	0.14733	4.3197	0
450	13	-0.0077872	5.1987	0
460	4	14.673	5.9414	0
460	7	5.0141	6.1426	1
460	8	3.4836	5.2448	1
460	9	3.394	4.5434	1
460	10	1.8151	7.7292	1
460	11	1.3908	5.7324	1
460	12	0.65939	4.4073	1
460	13	0.49123	5.2395	1
470	4	15.299	5.909	0
470	7	5.455	6.1312	1
470	8	3.8917	5.2374	1
470	9	3.8448	4.5617	1
470	10	2.2459	7.6269	1
470	11	1.8287	5.7775	1
470	12	1.1717	4.4947	1
470	13	0.99045	5.2806	1
480	7	5.896	6.12	1
480	8	4.2998	5.2302	1
480	9	4.2897	4.567	1
480	10	2.6822	7.5364	1
480	11	2.2667	5.8226	1
480	12	1.6837	4.5823	1
480	13	1.4895	5.3214	1
490	7	6.3373	6.1059	1
490	8	4.739	5.2293	1
490	9	4.7344	4.5725	1
490	10	3.1267	7.4634	1
490	11	2.7047	5.8677	1
490	12	2.1371	4.619	1
490	13	2.0047	5.3519	1
500	7	6.7803	6.0682	1
500	8	5.2092	5.2343	1
500	9	5.1793	4.578	1
500	10	3.571	7.3906	1
500	11	3.1414	5.9152	1
500	12	2.5904	4.6558	1
500	13	2.5439	5.3667	1
510	7	7.1889	6.0357	0
510	8	5.6794	5.2393	1
510	9	5.6219	4.5804	1
510	10	4.0153	7.3175	1
510	11	3.5756	5.966	1
510	12	3.0437	4.6925	1
510	13	3.0833	5.3818	1
520	7	7.4595	6.0245	0
520	8	6.1496	5.2443	1
520	9	6.0553	4.5711	1
520	10	4.4581	7.2491	1
520	11	4.01	6.0169	1
520	12	3.4969	4.725	1
520	13	3.6046	5.3846	1
530	7	7.6982	6.0054	0
530	8	6.6198	5.2496	1
530	9	6.4884	4.5617	1
530	10	4.9007	7.1818	1
530	11	4.4444	6.0674	1
530	12	3.9485	4.719	1
530	13	4.054	5.3395	1
530	14	14.993	5.3999	0
540	7	7.6502	5.9166	0
540	8	7.0727	5.2605	1
540	9	6.9218	4.5524	1
540	10	5.3431	7.1144	1
540	11	4.8788	6.1183	1
540	12	4.4002	4.7133	1
540	13	4.5033	5.2944	1
540	14	14.4	5.5503	0
550	7	7.602	5.8281	0
550	8	7.5214	5.2732	1
550	9	7.3551	4.5429	1
550	10	5.7857	7.0471	1
550	11	5.2951	6.1679	1
550	12	4.8521	4.7073	1
550	13	4.9527	5.2493	1
550	14	13.808	5.7004	0
560	7	7.5538	5.7395	0
560	8	7.9699	5.2856	1
560	9	7.7904	4.5314	1
560	10	6.1708	7.0405	1
560	11	5.7036	6.2171	1
560	12	5.3037	4.7016	1
560	13	5.3831	5.2212	1
560	14	13.243	5.8419	2
560	15	15.263	5.224	2
570	7	7.6047	5.4493	0
570	8	8.4186	5.2982	1
570	9	8.2418	4.5016	1
570	10	6.5497	7.0405	1
570	11	6.1121	6.2663	1
570	12	5.6474	4.7333	1
570	13	5.7945	5.2104	1
570	14	12.705	5.9744	2
570	15	14.779	5.4097	2
570	16	14.829	4.7909	2
580	7	7.7218	5.0252	0
580	8	8.8991	5.2892	1
580	9	8.6935	4.4718	1
580	10	6.9285	7.0405	1
580	11	6.5455	6.2727	1
580	12	5.9913	4.7653	1
580	13	6.2226	5.2095	1
580	14	12.167	6.1071	2
580	15	14.296	5.5951	2
580	16	14.333	5.0142	2
590	7	7.9697	4.5796	0
590	8	9.3796	5.2803	1
590	9	9.1451	4.4419	1
590	10	7.2663	7.0137	1
590	11	7.0365	6.1799	1
590	12	6.335	4.7971	1
590	13	6.6894	5.2319	1
590	14	11.629	6.2395	2
590	15	13.813	5.7808	2
590	16	13.838	5.2374	2
600	7	8.2502	4.1288	0
600	8	9.8601	5.2713	1
600	9	9.5968	4.4121	1
600	10	7.5995	6.9839	1
600	11	7.5277	6.0873	1
600	12	6.7465	4.8078	1
600	13	7.1564	5.2543	1
600	14	11.083	6.4176	2
600	15	13.3	5.9231	2
600	16	13.342	5.4457	2
610	7	8.6379	3.6011	0
610	8	10.341	5.2622	1
610	9	10.068	4.3978	1
610	10	7.8882	6.9068	1
610	11	8.0187	5.9944	1
610	12	7.1577	4.8188	1
610	13	7.6243	5.2682	1
610	14	10.536	6.6006	2
610	15	12.783	6.0605	2
610	16	12.844	5.6192	2
620	7	9.0245	3.0718	0
620	8	10.821	5.2531	1
620	9	10.585	4.4195	1
620	10	8.1324	6.7827	1
620	11	8.5255	5.9665	1
620	12	7.5986	4.7462	1
620	13	8.0993	5.2068	1
620	14	9.9887	6.7834	2
620	15	12.266	6.198	2
620	16	12.347	5.793	2
620	17	0.2233	9.9106	0
630	7	9.4017	2.5248	0
630	8	11.271	5.2374	1
630	9	11.101	4.4412	1
630	10	8.3765	6.6586	1
630	11	9.0391	5.9665	1
630	12	8.0471	4.6529	1
630	13	8.5743	5.1455	1
630	14	9.4219	6.9371	2
630	15	11.792	6.3665	2
630	16	11.849	5.9665	2
630	17	0.33317	9.5889	0
640	7	9.7788	1.9778	0
640	8	11.709	5.2188	1
640	9	11.618	4.4629	1
640	10	8.7114	6.5068	1
640	11	9.5551	5.9605	1
640	12	8.5247	4.5532	1
640	13	9.0494	5.0842	1
640	14	8.8528	7.0872	2
640	15	11.347	6.5562	2
640	16	11.389	6.1698	2
640	17	0.45923	9.2817	0
640	18	-0.011997	8.9497	0
650	7	10.182	1.4444	0
650	8	12.146	5.1999	1
650	9	12.134	4.4847	1
650	10	9.0462	6.3548	1
650	11	10.081	5.9307	1
650	12	9.0313	4.4469	1
650	13	9.5646	4.9901	1
650	14	8.293	7.2371	2
650	15	10.901	6.7457	2
650	16	10.929	6.3732	2
650	17	0.65055	9.0321	0
650	18	0.25866	8.7111	0
660	7	10.596	0.91621	0
660	8	12.584	5.1813	1
660	9	12.606	4.4868	1
660	10	9.4352	6.2581	1
660	11	10.607	5.9009	1
660	12	9.5381	4.341	1
660	13	10.107	4.8744	1
660	14	7.7706	7.3853	2
660	15	10.455	6.9247	2
660	16	10.47	6.555	2
660	17	0.84186	8.7827	1
660	18	0.52911	8.4724	1
670	7	11.011	0.3883	0
670	8	13.021	5.1625	1
670	9	13.072	4.4868	1
670	10	9.8378	6.1751	1
670	11	11.134	5.871	1
670	12	10.076	4.2066	1
670	13	10.649	4.7586	1
670	14	7.248	7.5335	2
670	15	10.009	7.0622	2
670	16	10.013	6.6865	2
670	17	1.1296	8.6077	1
