780	1	8.46	3.59	0
790	1	9.57	3.79	0
800	1	10.67	3.99	0
800	2	13.64	5.8	0
810	1	11.73	4.32	0
810	2	12.09	5.75	0
820	1	12.81	4.61	0
820	2	11.37	5.8	0
830	2	10.31	5.97	1
830	3	12.49	6.6	1
840	2	9.57	6.24	1
840	3	11.94	6.77	1
850	2	8.73	6.34	1
850	3	11.03	6.84	1
850	4	-1.32	5.11	2
850	5	-1.48	4.43	2
850	6	11.84	5.82	1
860	2	7.94	6.5	1
860	3	10.21	6.81	1
860	4	-0.33	5.06	2
860	5	-0.49	4.38	2
860	6	10.91	5.92	1
870	2	7.17	6.62	1
870	3	9.36	6.85	1
870	4	0.76	5	2
870	5	0.6	4.23	2
870	6	10	5.89	1
880	2	6.47	6.68	1
880	3	8.59	6.85	1
880	4	1.76	4.89	2
880	5	1.6	4.13	2
880	6	9.09	6.02	1
890	2	5.86	6.82	1
890	3	7.78	6.84	1
890	4	2.81	4.83	2
890	5	2.67	4.07	2
890	6	8.23	6.04	1
900	2	5.24	6.98	1
900	3	6.96	6.84	1
900	4	3.8	4.77	2
900	5	3.7	4.02	2
900	6	7.4	6.15	1
910	2	4.87	7.16	1
910	3	6.29	7	1
910	4	4.97	4.69	2
910	5	4.75	4.04	2
910	6	6.52	6.15	1
920	2	4.51	7.58	1
920	3	5.62	7.1	1
920	4	5.97	4.7	2
920	5	5.76	4.06	2
920	6	5.7	6.21	1
930	2	4.2	7.3	1
930	3	5.06	7.04	1
930	4	6.97	4.67	2
930	5	6.76	4.04	2
930	6	4.96	6.1	1
930	7	12.09	5.87	3
940	2	3.95	7.71	1
940	3	4.69	7	1
940	4	8.12	4.95	2
940	5	7.82	4.17	2
940	6	4.08	6.2	1
940	7	10.75	6	3
950	2	3.47	7.86	1
950	3	4.35	7.01	1
950	4	9.11	5.01	2
950	5	8.85	4.21	2
950	6	3.31	6.2	1
950	7	9.48	6.07	3
950	8	-2.48	-0.22	0
960	2	2.82	8	1
960	3	3.76	6.99	1
960	4	10.12	5.13	2
960	5	9.93	4.29	2
960	6	2.71	6.39	1
960	7	8.15	5.86	3
960	8	-1.67	0.53	0
970	2	2.01	8	1
970	3	3.19	6.89	1
970	4	11.01	5.32	2
970	5	10.82	4.49	2
970	6	2.13	6.29	1
970	7	6.86	5.83	3
970	8	-0.93	0.96	0
980	2	1.28	7.82	1
980	3	2.62	7.13	1
980	4	11.93	5.47	0
980	5	11.75	4.36	0
980	6	1.52	6.17	1
980	7	5.62	5.66	1
980	8	-0.14	1.5	0
990	2	0.54	7.4	1
990	3	1.78	7.15	1
990	6	0.9	6.12	1
990	7	4.31	5.44	1
990	8	0.82	1.83	0
1000	2	-0.18	7.06	1
1000	3	1.01	6.96	1
1000	6	0.48	6.01	1
1000	7	3.06	5.26	1
1000	8	1.59	2.13	0
1010	2	-0.83	6.43	1
1010	3	0.07	6.91	1
1010	6	-0.29	5.95	1
1010	7	1.84	5.07	1
1010	8	2.63	2.49	0
1020	2	-1.52	6.05	1
1020	3	-0.72	6.66	1
1020	6	-0.75	5.65	1
1020	7	0.7	4.91	1
1020	8	3.67	2.83	0
1030	8	4.46	2.72	0
1040	8	5.47	3.02	0
1050	8	6.5	3.24	0
1050	9	12.83	4.68	1
1050	10	12.78	5.29	1
1050	11	12.51	6.19	2
1050	12	12.09	6.95	2
1060	8	7.35	3.65	0
1060	9	12.83	4.68	1
1060	10	12.78	5.29	1
1060	11	11.54	6.03	2
1060	12	11.4	6.93	2
1070	8	8.29	3.92	0
1070	9	12.83	4.68	1
1070	10	12.78	5.29	1
1070	11	10.96	5.97	2
1070	12	10.7	6.87	2
1070	13	11.87	6.09	0
1070	14	13.2	6.51	0
1080	8	9.23	4.15	2
1080	9	12.83	4.64	2
1080	10	12.78	5.29	2
1080	11	10.29	6.12	1
1080	12	10.07	6.73	1
1080	13	11.34	6.14	1
1080	14	12.54	7	1
1090	8	10.08	4.34	2
1090	9	12.83	4.57	2
1090	10	12.8	5.26	2
1090	11	9.88	6.21	1
1090	12	9.45	6.51	1
1090	13	10.43	5.53	1
1090	14	11.94	7.22	1
1090	15	12.61	6.38	1
1100	8	10.89	4.53	2
1100	9	12.88	4.55	2
1100	10	12.91	5.25	2
1100	11	9.54	6.09	1
1100	12	8.9	6.33	1
1100	13	9.72	5.35	1
1100	14	11.29	7.42	1
1100	15	11.91	6.65	1
1100	16	12.1	5.49	1
1100	17	13.05	6.62	1
1110	8	11.59	4.68	2
1110	11	8.87	5.99	1
